station,run
11,1005
11,1051
11,1067
11,1068
11,1069
11,1070
11,1071
11,1072
11,1073
11,1074
11,1075
11,1076
11,1077
11,1078
11,1079
11,1080
11,1081
11,1082
11,1083
11,1086
11,1087
11,1088
11,1089
11,1090
11,1091
11,1092
11,1094
11,1095
11,1096
11,1097
11,1099
11,1100
11,1101
11,1102
11,1103
11,1104
11,1106
11,1107
11,1108
11,1109
11,1110
11,1111
11,1112
11,1113
11,1114
11,1115
11,1116
11,1117
11,1118
11,1119
11,1120
11,1121
11,1122
11,1123
11,1124
11,1125
11,1126
11,1127
11,1128
11,1129
11,1130
11,1135
11,1136
11,1137
11,1138
11,1139
11,1140
11,1142
11,1145
11,1146
11,1147
11,1148
11,1149
11,1150
11,1151
11,1155
11,1156
11,1157
11,1158
11,1159
11,1160
11,1161
11,1162
11,1163
11,1165
11,1166
11,1167
11,1168
11,1170
11,1171
11,1172
11,1173
11,1174
11,1175
11,1176
11,1177
11,1178
11,1179
11,1183
11,1184
11,1185
11,1186
11,1187
11,1188
11,1189
11,1190
11,1191
11,1192
11,1193
11,1196
11,1197
11,1198
11,1199
11,1202
11,1203
11,1204
11,1205
11,1206
11,1207
11,1208
11,1209
11,1212
11,1213
11,1214
11,1215
11,1216
11,1217
11,1218
11,1219
11,1220
11,1221
11,1224
11,1225
11,1226
11,1227
11,1228
11,1229
11,1230
11,1231
11,1232
11,1233
11,1234
11,1238
11,1239
11,1240
11,1241
11,1242
11,1243
11,1245
11,1246
11,1248
11,1249
11,1250
11,1251
11,1252
11,1253
11,1254
11,1256
11,1257
11,1258
11,1259
11,1262
11,1263
11,1264
11,1265
11,1266
11,1267
11,1269
11,1270
11,1274
11,1275
11,1276
11,1277
11,1278
11,1279
11,1280
11,1281
11,1282
11,1283
11,1286
11,1287
11,1288
11,1289
11,1290
11,1291
11,1292
11,1293
11,1294
11,1298
11,1299
11,1300
11,1301
11,1302
11,1303
11,1304
11,1305
11,1309
11,1310
11,1311
11,1312
11,1313
11,1314
11,1315
11,1316
11,1317
11,1318
11,1320
11,1321
11,1322
11,1323
11,1324
11,1325
11,1326
11,1327
11,1329
11,1330
11,1332
11,1333
11,1334
11,1335
11,1336
11,1337
11,1338
11,1339
11,1340
11,1341
11,1342
11,1344
11,1345
11,1346
11,1347
11,1348
11,1349
11,1350
11,1351
11,1352
11,1355
11,1359
11,1360
11,1361
11,1362
11,1363
11,1364
11,1365
11,1366
11,1367
11,1369
11,1370
11,1371
11,1372
11,1373
11,1374
11,1375
11,1376
11,1377
11,1378
11,1380
11,1381
11,1382
11,1383
11,1384
11,1385
11,1386
11,1387
11,1390
11,1392
11,1393
11,1394
11,1395
11,1396
11,1397
11,1398
11,1399
11,1400
11,1401
11,1402
11,1403
11,1404
11,1405
11,1407
11,1408
11,1409
11,1410
11,1411
11,1412
11,1413
11,1414
11,1415
11,1416
11,1417
11,1418
11,1419
11,1420
11,1421
11,1422
11,1423
11,1424
11,1425
11,1426
11,1427
11,1428
11,1429
11,1430
11,1431
11,1432
11,1433
11,1434
11,1435
11,1436
11,1437
11,1438
11,1439
11,1440
11,1441
11,1442
11,1443
11,1444
11,1445
11,1446
11,1447
11,1448
11,1449
11,1450
11,1451
11,1452
11,1453
11,1454
11,1455
11,1456
11,1457
11,1458
11,1459
11,1460
11,1461
11,1462
11,1463
11,1464
11,1465
11,1466
11,1467
11,1468
11,1469
11,1470
11,1471
11,1472
11,1473
11,1474
11,1475
11,1476
11,1477
11,1478
11,1479
11,1480
11,1481
11,1482
11,1485
11,1486
11,1487
11,1488
11,1489
11,1490
11,1491
11,1492
11,1493
11,1494
11,1495
11,1496
11,1497
11,1498
11,1499
11,1500
11,1501
11,1502
11,1503
11,1504
11,1505
11,1506
11,1507
11,1508
11,1509
11,1510
11,1511
11,1513
11,1515
11,1516
11,1517
11,1518
11,1519
11,1520
11,1521
11,1523
11,1524
11,1525
11,1526
11,1527
11,1528
11,1529
11,1530
11,1531
11,1532
11,1533
11,1535
11,1539
11,1540
11,1541
11,1542
11,1543
11,1544
11,1545
11,1546
11,1548
11,1549
11,1550
11,1551
11,1552
11,1553
11,1554
11,1555
11,1556
11,1557
11,1558
11,1563
11,1564
11,1565
11,1566
11,1567
11,1568
11,1569
11,1570
11,1571
11,1573
11,1574
11,1575
11,1576
11,1577
11,1578
11,1579
11,1580
11,1581
11,1582
11,1583
11,1585
11,1586
11,1587
11,1588
11,1589
11,1590
11,1593
11,1594
11,1595
11,1597
11,1598
11,1599
11,1600
11,1601
11,1602
11,1605
11,1607
11,1608
11,1609
11,1610
11,1611
11,1612
11,1613
11,1614
11,1615
11,1616
11,1617
11,1618
11,1619
11,1620
11,1621
11,1622
11,1623
11,1624
11,1625
11,1626
11,1627
11,1628
11,1629
11,1630
11,1631
11,1632
11,1633
11,1634
11,1635
11,1636
11,1637
11,1638
11,1639
11,1640
11,1641
11,1644
11,1645
11,1646
11,1647
11,1648
11,1649
11,1650
11,1651
11,1652
11,1653
11,1654
11,1656
11,1657
11,1658
11,1659
11,1660
11,1661
11,1662
11,1663
11,1664
11,1665
11,1666
11,1667
11,1670
11,1671
11,1672
11,1673
11,1674
11,1675
11,1676
11,1677
11,1678
11,1679
